             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
      10414036_182   general launch_P jzhan613  R 6-17:31:34      1 c051
      10414036_181   general launch_P jzhan613  R 6-17:33:35      1 c035
          10484222   general ood-matl hjoseph6  R 2-23:08:07      1 g022
          10506617   general ood-jupy rkhura11  R   10:27:13      1 g049
          10496845   general     code   amoiz2  R 1-08:56:20      1 c061
      10414036_183   general launch_P jzhan613  R 6-17:15:40      1 c035
          10506756   general   run.sh   ctong9  R    3:37:15      1 c062
          10444000   general hd114082    jrhom  R 5-02:54:04      1 c015
          10509062   general train.sh npattab1  R    4:20:11      1 g025
          10509066   general sbatch_p npattab1  R    4:16:59      1 c029
          10509103   general train.sh npattab1  R    3:15:59      1 g238
      10414036_197   general launch_P jzhan613  R 6-16:58:03      1 c087
      10414036_198   general launch_P jzhan613  R 6-16:58:03      1 c093
      10414036_196   general launch_P jzhan613  R 6-17:00:03      1 c112
          10506560   general AGN_m_e_  clcain3  R    9:15:14      1 c078
          10506757   general   run.sh   ctong9  R    3:01:01      1 c023
      10414036_212   general launch_P jzhan613  R 6-16:25:44      1 c020
      10414036_213   general launch_P jzhan613  R 6-16:25:44      1 c031
      10414036_211   general launch_P jzhan613  R 6-16:29:44      1 c070
          10506758   general   run.sh   ctong9  R    2:06:48      1 c085
          10426926   general Error an   yluo97  R 6-12:07:15      1 g006
          10506760   general   run.sh   ctong9  R    1:28:29      1 c102
          10506761   general   run.sh   ctong9  R    1:26:29      1 c111
      10414036_228   general launch_P jzhan613  R 6-15:53:47      1 c101
      10414036_227   general launch_P jzhan613  R 6-15:57:57      1 c081
      10414036_226   general launch_P jzhan613  R 6-15:59:57      1 c096
          10506759   general   run.sh   ctong9  R      52:32      1 c085
          10506762   general   run.sh   ctong9  R      44:32      1 c032
          10506522   general LESPCv0d nthakka5  R    9:15:14      2 c[106-107]
      10414036_243   general launch_P jzhan613  R 6-15:35:53      1 c094
      10414036_241   general launch_P jzhan613  R 6-15:39:54      1 c047
      10414036_242   general launch_P jzhan613  R 6-15:39:54      1 c109
          10506763   general   run.sh   ctong9  R      38:27      1 c051
     10414036_1986   general launch_P jzhan613  R       0:27      1 c023
     10414036_1985   general launch_P jzhan613  R      26:28      1 c008
     10414036_1974   general launch_P jzhan613  R      34:28      1 c036
     10414036_1975   general launch_P jzhan613  R      34:28      1 c066
     10414036_1976   general launch_P jzhan613  R      34:28      1 c068
     10414036_1977   general launch_P jzhan613  R      34:28      1 c070
     10414036_1978   general launch_P jzhan613  R      34:28      1 c077
     10414036_1979   general launch_P jzhan613  R      34:28      1 c087
     10414036_1980   general launch_P jzhan613  R      34:28      1 c093
     10414036_1981   general launch_P jzhan613  R      34:28      1 c102
     10414036_1982   general launch_P jzhan613  R      34:28      1 c108
     10414036_1983   general launch_P jzhan613  R      34:28      1 c021
     10414036_1984   general launch_P jzhan613  R      34:28      1 c022
     10414036_1973   general launch_P jzhan613  R      43:50      1 c103
     10414036_1972   general launch_P jzhan613  R      58:02      1 c048
     10414036_1971   general launch_P jzhan613  R    1:19:54      1 c071
          10506765   general   run.sh   ctong9  R      32:28      1 c009
          10506766   general   run.sh   ctong9  R      32:28      1 c009
          10506767   general   run.sh   ctong9  R      32:28      1 c009
     10414036_1967   general launch_P jzhan613  R    4:33:06      1 c030
     10414036_1966   general launch_P jzhan613  R    6:09:52      1 c097
          10506764   general   run.sh   ctong9  R      28:28      1 c085
     10414036_1965   general launch_P jzhan613  R    6:55:37      1 c030
     10414036_1964   general launch_P jzhan613  R    7:03:20      1 c063
     10414036_1963   general launch_P jzhan613  R    7:35:07      1 c084
     10414036_1960   general launch_P jzhan613  R    8:21:06      1 c085
     10414036_1959   general launch_P jzhan613  R    8:29:06      1 c078
     10414036_1958   general launch_P jzhan613  R    8:35:07      1 c076
     10414036_1954   general launch_P jzhan613  R    8:57:06      1 c043
     10414036_1953   general launch_P jzhan613  R    9:03:08      1 c023
     10414036_1952   general launch_P jzhan613  R    9:23:08      1 c011
          10506768   general   run.sh   ctong9  R      22:27      1 c028
     10414036_1948   general launch_P jzhan613  R   10:31:04      1 c019
     10414036_1943   general launch_P jzhan613  R   10:57:06      1 c109
     10414036_1941   general launch_P jzhan613  R   11:23:06      1 c042
      10414036_257   general launch_P jzhan613  R 6-15:21:52      1 c026
      10414036_258   general launch_P jzhan613  R 6-15:21:52      1 c029
      10414036_256   general launch_P jzhan613  R 6-15:23:42      1 c089
     10414036_1940   general launch_P jzhan613  R   11:37:08      1 c028
     10414036_1939   general launch_P jzhan613  R   11:43:09      1 c109
          10506769   general   run.sh   ctong9  R      18:27      1 c092
     10414036_1935   general launch_P jzhan613  R   13:51:03      1 c104
     10414036_1932   general launch_P jzhan613  R   14:59:08      1 c100
     10414036_1927   general launch_P jzhan613  R   15:13:09      1 c008
          10498751   general ddib_med   yche14  R   20:58:19      1 g044
          10498641   general ddib_med   yche14  R   21:13:22      1 g002
     10414036_1918   general launch_P jzhan613  R   17:01:12      1 c008
     10414036_1914   general launch_P jzhan613  R   17:41:11      1 c033
     10414036_1913   general launch_P jzhan613  R   17:43:11      1 c044
     10414036_1912   general launch_P jzhan613  R   17:45:11      1 c030
     10414036_1901   general launch_P jzhan613  R   19:40:28      1 c018
     10414036_1900   general launch_P jzhan613  R   19:59:28      1 c044
     10414036_1892   general launch_P jzhan613  R   21:55:08      1 c060
     10414036_1887   general launch_P jzhan613  R   22:22:51      1 c068
     10414036_1885   general launch_P jzhan613  R 1-00:14:52      1 c016
     10414036_1884   general launch_P jzhan613  R 1-00:26:32      1 c008
     10414036_1883   general launch_P jzhan613  R 1-00:54:32      1 c027
     10414036_1879   general launch_P jzhan613  R 1-01:22:28      1 c042
     10414036_1878   general launch_P jzhan613  R 1-01:24:28      1 c007
     10414036_1874   general launch_P jzhan613  R 1-01:58:28      1 c037
          10468084   general sbatch_r msarava7  R 4-07:05:34      1 g046
     10414036_1873   general launch_P jzhan613  R 1-02:30:19      1 c032
     10414036_1872   general launch_P jzhan613  R 1-02:58:18      1 c109
     10414036_1860   general launch_P jzhan613  R 1-05:20:19      1 c036
     10414036_1861   general launch_P jzhan613  R 1-05:20:19      1 c042
     10414036_1855   general launch_P jzhan613  R 1-06:20:19      1 c066
     10414036_1852   general launch_P jzhan613  R 1-07:06:19      1 c052
     10414036_1847   general launch_P jzhan613  R 1-08:44:19      1 c030
     10414036_1844   general launch_P jzhan613  R 1-08:54:19      1 c019
     10414036_1845   general launch_P jzhan613  R 1-08:54:19      1 c064
     10414036_1843   general launch_P jzhan613  R 1-09:02:18      1 c043
     10414036_1838   general launch_P jzhan613  R 1-09:20:17      1 c022
     10414036_1839   general launch_P jzhan613  R 1-09:20:17      1 c038
     10414036_1834   general launch_P jzhan613  R 1-10:17:46      1 c038
     10414036_1833   general launch_P jzhan613  R 1-10:23:46      1 c016
     10414036_1832   general launch_P jzhan613  R 1-10:25:46      1 c060
     10414036_1821   general launch_P jzhan613  R 1-12:39:46      1 c018
     10414036_1820   general launch_P jzhan613  R 1-12:47:46      1 c005
     10414036_1815   general launch_P jzhan613  R 1-14:25:44      1 c013
     10414036_1812   general launch_P jzhan613  R 1-14:59:43      1 c028
     10414036_1807   general launch_P jzhan613  R 1-17:45:48      1 c049
     10414036_1805   general launch_P jzhan613  R 1-18:07:48      1 c007
     10414036_1804   general launch_P jzhan613  R 1-18:51:46      1 c098
     10414036_1803   general launch_P jzhan613  R 1-18:53:46      1 c043
     10414036_1799   general launch_P jzhan613  R 1-19:13:46      1 c013
     10414036_1798   general launch_P jzhan613  R 1-19:27:40      1 c012
     10414036_1794   general launch_P jzhan613  R 1-19:39:41      1 c032
     10414036_1793   general launch_P jzhan613  R 1-19:51:37      1 c018
     10414036_1792   general launch_P jzhan613  R 1-19:58:30      1 c026
     10414036_1781   general launch_P jzhan613  R 1-22:48:00      1 c021
     10414036_1780   general launch_P jzhan613  R 1-22:52:54      1 c006
      10414036_273   general launch_P jzhan613  R 6-14:51:56      1 c070
      10414036_271   general launch_P jzhan613  R 6-14:53:54      1 c090
      10414036_272   general launch_P jzhan613  R 6-14:53:54      1 c109
     10414036_1775   general launch_P jzhan613  R 2-00:16:26      1 c040
     10414036_1772   general launch_P jzhan613  R 2-01:21:58      1 c007
     10414036_1765   general launch_P jzhan613  R 2-02:16:56      1 c011
     10414036_1764   general launch_P jzhan613  R 2-02:22:52      1 c024
     10414036_1763   general launch_P jzhan613  R 2-02:46:47      1 c035
     10414036_1759   general launch_P jzhan613  R 2-03:01:45      1 c065
     10414036_1758   general launch_P jzhan613  R 2-03:10:43      1 c026
      10444728_228   general SAC_good djriver7  R      23:40      1 c090
     10414036_1754   general launch_P jzhan613  R 2-03:52:03      1 c018
     10414036_1753   general launch_P jzhan613  R 2-03:59:46      1 c017
     10414036_1752   general launch_P jzhan613  R 2-04:09:14      1 c043
     10414036_1741   general launch_P jzhan613  R 2-05:30:17      1 c025
     10414036_1740   general launch_P jzhan613  R 2-05:52:17      1 c016
     10414036_1735   general launch_P jzhan613  R 2-06:42:17      1 c052
          10417908   general run_up.s mcschwei  R 6-16:53:58      4 c[012-013,028,112]
       10457377_14   general   sbatch snambira  R   16:01:08      1 c095
     10414036_1725   general launch_P jzhan613  R 2-08:14:13      1 c010
          10414580   general pheidole  mprebus  R 6-14:45:55      1 c088
     10414036_1724   general launch_P jzhan613  R 2-09:00:01      1 c032
     10414036_1719   general launch_P jzhan613  R 2-09:18:06      1 c027
     10414036_1718   general launch_P jzhan613  R 2-09:24:01      1 c032
     10414036_1713   general launch_P jzhan613  R 2-09:54:06      1 c023
     10414036_1714   general launch_P jzhan613  R 2-09:54:06      1 c036
     10414036_1712   general launch_P jzhan613  R 2-10:00:07      1 c067
       10414187_11   general launch_P jzhan613  R 6-14:41:55      1 c081
     10414036_1701   general launch_P jzhan613  R 2-11:50:17      1 c013
     10414036_1700   general launch_P jzhan613  R 2-11:54:17      1 c100
     10414036_1695   general launch_P jzhan613  R 2-13:03:58      1 c010
       10457377_13   general   sbatch snambira  R   21:27:22      1 c084
       10457377_11   general   sbatch snambira  R   21:49:09      1 c048
       10457377_12   general   sbatch snambira  R   21:49:09      1 c071
     10414036_1685   general launch_P jzhan613  R 2-15:09:45      1 c028
     10414036_1684   general launch_P jzhan613  R 2-15:11:45      1 c045
     10414036_1678   general launch_P jzhan613  R 2-15:45:43      1 c029
     10414036_1679   general launch_P jzhan613  R 2-15:45:43      1 c045
     10414036_1674   general launch_P jzhan613  R 2-16:15:43      1 c038
     10414036_1673   general launch_P jzhan613  R 2-16:25:43      1 c047
     10414036_1672   general launch_P jzhan613  R 2-16:31:43      1 c042
       10457377_10   general   sbatch snambira  R 1-01:00:31      1 c103
     10414036_1661   general launch_P jzhan613  R 2-17:43:31      1 c055
          10411944   general ood-virt  jpang12  R 3-02:47:29      1 g036
     10414036_1660   general launch_P jzhan613  R 2-18:01:30      1 c016
     10414036_1655   general launch_P jzhan613  R 2-19:01:28      1 c055
          10411943   general ood-virt  jpang12  R 3-04:21:32      1 g018
     10414036_1645   general launch_P jzhan613  R 2-19:47:28      1 c050
     10414036_1643   general launch_P jzhan613  R 2-19:53:28      1 c051
     10414036_1644   general launch_P jzhan613  R 2-19:53:28      1 c069
     10414036_1638   general launch_P jzhan613  R 2-20:15:29      1 c006
     10414036_1639   general launch_P jzhan613  R 2-20:15:29      1 c039
       10414187_12   general launch_P jzhan613  R 6-14:33:54      1 c019
        10457377_9   general   sbatch snambira  R 1-04:44:17      1 c097
     10414036_1634   general launch_P jzhan613  R 2-20:39:30      1 c022
     10414036_1632   general launch_P jzhan613  R 2-20:43:30      1 c057
     10414036_1633   general launch_P jzhan613  R 2-20:43:30      1 c066
     10414036_1621   general launch_P jzhan613  R 2-21:47:33      1 c058
     10414036_1620   general launch_P jzhan613  R 2-21:55:33      1 c044
     10414036_1615   general launch_P jzhan613  R 2-22:37:33      1 c023
          10411942   general ood-virt  jpang12  R 3-07:37:32      1 g003
     10414036_1605   general launch_P jzhan613  R 2-23:59:33      1 c008
          10411941   general ood-virt  jpang12  R 3-08:55:29      1 g026
     10414036_1604   general launch_P jzhan613  R 3-00:05:33      1 c025
     10414036_1599   general launch_P jzhan613  R 3-00:23:33      1 c014
     10414036_1598   general launch_P jzhan613  R 3-00:29:33      1 c064
     10414036_1593   general launch_P jzhan613  R 3-00:49:33      1 c014
     10414036_1594   general launch_P jzhan613  R 3-00:49:33      1 c014
     10414036_1592   general launch_P jzhan613  R 3-00:51:33      1 c033
          10411120   general assertio byagant1  R 4-00:55:09      1 g007
     10414036_1580   general launch_P jzhan613  R 3-02:05:28      1 c042
        10457377_8   general   sbatch snambira  R 1-10:45:46      1 c063
     10414036_1575   general launch_P jzhan613  R 3-02:39:22      1 c058
          10416338   general ood-virt  zifanyu  R 2-23:47:33      1 g033
     10414036_1565   general launch_P jzhan613  R 3-03:59:29      1 c032
     10414036_1564   general launch_P jzhan613  R 3-04:01:29      1 c029
     10414036_1563   general launch_P jzhan613  R 3-04:17:29      1 c110
     10414036_1559   general launch_P jzhan613  R 3-04:25:29      1 c010
          10415128   general ood-virt  zifanyu  R 3-01:39:28      1 g029
          10416336   general ood-virt  zifanyu  R 3-00:53:31      1 g236
     10414036_1558   general launch_P jzhan613  R 3-04:29:29      1 c066
     10414036_1554   general launch_P jzhan613  R 3-04:57:27      1 c036
     10414036_1553   general launch_P jzhan613  R 3-04:59:27      1 c005
     10414036_1552   general launch_P jzhan613  R 3-05:03:28      1 c098
     10414036_1541   general launch_P jzhan613  R 3-05:57:31      1 c108
     10414036_1540   general launch_P jzhan613  R 3-05:59:31      1 c056
     10414036_1535   general launch_P jzhan613  R 3-06:07:31      1 c068
     10414036_1525   general launch_P jzhan613  R 3-06:13:32      1 c112
     10414036_1523   general launch_P jzhan613  R 3-06:17:32      1 c022
     10414036_1524   general launch_P jzhan613  R 3-06:17:32      1 c047
     10414036_1519   general launch_P jzhan613  R 3-06:35:32      1 c039
     10414036_1518   general launch_P jzhan613  R 3-06:37:31      1 c039
     10414036_1512   general launch_P jzhan613  R 3-06:39:31      1 c039
     10414036_1513   general launch_P jzhan613  R 3-06:39:31      1 c039
     10414036_1514   general launch_P jzhan613  R 3-06:39:31      1 c039
     10414036_1500   general launch_P jzhan613  R 3-07:31:31      1 c025
     10414036_1501   general launch_P jzhan613  R 3-07:31:31      1 c037
     10414036_1495   general launch_P jzhan613  R 3-07:39:31      1 c034
     10414036_1485   general launch_P jzhan613  R 3-07:59:34      1 c108
     10414036_1484   general launch_P jzhan613  R 3-08:03:34      1 c062
     10414036_1479   general launch_P jzhan613  R 3-08:17:34      1 c017
     10414036_1478   general launch_P jzhan613  R 3-08:21:33      1 c099
     10414036_1474   general launch_P jzhan613  R 3-08:31:29      1 c064
     10414036_1473   general launch_P jzhan613  R 3-08:33:28      1 c099
     10414036_1472   general launch_P jzhan613  R 3-08:35:29      1 c020
     10414036_1460   general launch_P jzhan613  R 3-09:31:28      1 c021
          10443992   general ood-jupy mhajinaj  R 2-11:54:16      1 g028
     10414036_1455   general launch_P jzhan613  R 3-10:37:29      1 c037
     10414036_1444   general launch_P jzhan613  R 3-10:49:28      1 c046
     10414036_1445   general launch_P jzhan613  R 3-10:49:28      1 c100
     10414036_1439   general launch_P jzhan613  R 3-11:07:25      1 c017
     10414036_1438   general launch_P jzhan613  R 3-11:17:21      1 c022
     10414036_1434   general launch_P jzhan613  R 3-11:23:22      1 c006
     10414036_1433   general launch_P jzhan613  R 3-11:25:26      1 c046
     10414036_1432   general launch_P jzhan613  R 3-11:31:29      1 c086
        10457377_7   general   sbatch snambira  R 1-20:11:17      1 c067
     10414036_1420   general launch_P jzhan613  R 3-12:17:20      1 c077
     10414036_1415   general launch_P jzhan613  R 3-12:27:20      1 c008
     10414036_1404   general launch_P jzhan613  R 3-12:47:19      1 c087
     10414036_1398   general launch_P jzhan613  R 3-12:59:12      1 c017
     10414036_1399   general launch_P jzhan613  R 3-12:59:12      1 c038
     10414036_1393   general launch_P jzhan613  R 3-13:07:11      1 c037
     10414036_1394   general launch_P jzhan613  R 3-13:07:11      1 c061
     10414036_1392   general launch_P jzhan613  R 3-13:13:03      1 c061
          10446116   general ood-rstu  lsong36  R 2-07:58:14      1 g041
     10414036_1381   general launch_P jzhan613  R 3-13:49:00      1 c036
     10414036_1380   general launch_P jzhan613  R 3-13:51:00      1 c101
     10414036_1375   general launch_P jzhan613  R 3-14:18:48      1 c045
     10414036_1365   general launch_P jzhan613  R 3-14:59:04      1 c069
     10414036_1364   general launch_P jzhan613  R 3-15:01:12      1 c044
     10414036_1359   general launch_P jzhan613  R 3-15:17:05      1 c006
     10414036_1358   general launch_P jzhan613  R 3-15:19:02      1 c100
          10452304   general ood-virt  zifanyu  R 2-04:36:41      1 g043
     10414036_1353   general launch_P jzhan613  R 3-15:27:01      1 c030
     10414036_1354   general launch_P jzhan613  R 3-15:27:01      1 c030
     10414036_1352   general launch_P jzhan613  R 3-15:35:00      1 c005
      10414036_288   general launch_P jzhan613  R 6-14:15:57      1 c049
      10414036_287   general launch_P jzhan613  R 6-14:17:56      1 c017
      10414036_286   general launch_P jzhan613  R 6-14:19:56      1 c020
          10449296   general   job.sh    kewu3  R 2-08:39:56      1 c038
          10449297   general   job.sh    kewu3  R 2-08:37:57      1 c108
          10449292   general   job.sh    kewu3  R 2-08:43:58      1 c098
          10449293   general   job.sh    kewu3  R 2-08:41:57      1 c012
          10449294   general   job.sh    kewu3  R 2-08:41:57      1 c065
          10449237   general   job.sh    kewu3  R 2-08:45:56      1 c039
          10449023   general   job.sh    kewu3  R 2-08:59:51      1 c053
          10449024   general   job.sh    kewu3  R 2-08:59:51      1 c076
          10450168   general ood-virt  zifanyu  R 2-07:48:14      1 g012
          10450169   general ood-virt  zifanyu  R 2-07:48:14      1 g017
          10449234   general   job.sh    kewu3  R 2-08:55:51      1 c102
          10448863   general   job.sh    kewu3  R 2-09:14:01      1 c026
          10448915   general   job.sh    kewu3  R 2-09:14:01      1 c044
          10449021   general   job.sh    kewu3  R 2-09:07:55      1 c064
          10449022   general   job.sh    kewu3  R 2-09:01:51      1 c100
          10448859   general   job.sh    kewu3  R 2-09:16:01      1 c028
          10448861   general   job.sh    kewu3  R 2-09:16:01      1 c045
          10479509   general ood-virt  jpang12  R    4:08:59      1 g039
          10448862   general   job.sh    kewu3  R 2-09:16:01      1 c110
          10449018   general   job.sh    kewu3  R 2-09:14:01      1 c061
          10449019   general   job.sh    kewu3  R 2-09:14:01      1 c076
          10449020   general   job.sh    kewu3  R 2-09:14:01      1 c096
          10457951   general NiBr2_P0    skbag  R 1-23:42:16      4 c[042,055,095-096]
          10457950   general NiBr2_P0    skbag  R 1-23:49:04      4 c[055,068,102,108]
          10481587   general ood-virt  jpang12  R    2:25:49      1 g013
          10481586   general ood-virt  jpang12  R    2:31:36      1 g024
          10464238   general maker_HA   lyin25  R 1-20:18:43      1 c075
          10460883   general C1.reaso kawoodbu  R 1-20:18:43      1 c075
        10457377_5   general   sbatch snambira  R 2-05:46:17      1 c075
        10457377_2   general   sbatch snambira  R 2-06:14:17      1 c072
        10457377_3   general   sbatch snambira  R 2-06:14:17      1 c073
        10457377_4   general   sbatch snambira  R 2-06:14:17      1 c074
          10457740   general   job.sh    kewu3  R 2-05:27:38      1 c054
          10460881   general C1.reaso kawoodbu  R 1-23:21:35      1 c010
          10472680   general ood-jupy mhajinaj  R   20:10:40      1 g040
          10436307   general   job.sh    kewu3  R 3-01:53:25      1 c051
          10438362   general   job.sh    kewu3  R 3-01:35:29      1 c059
          10438363   general   job.sh    kewu3  R 3-01:35:29      1 c094
          10438364   general   job.sh    kewu3  R 3-01:35:29      1 c108
          10436306   general   job.sh    kewu3  R 3-02:05:21      1 c111
          10436305   general   job.sh    kewu3  R 3-02:07:20      1 c111
          10438360   general   job.sh    kewu3  R 3-01:41:28      1 c034
          10438361   general   job.sh    kewu3  R 3-01:41:28      1 c112
          10438357   general   job.sh    kewu3  R 3-01:49:27      1 c005
          10438358   general   job.sh    kewu3  R 3-01:47:27      1 c030
          10436297   general   job.sh    kewu3  R 3-02:31:12      1 c018
          10464256   general SRP_job.  xdeng40  R 1-18:34:52      1 c076
          10464255   general SRP_job.  xdeng40  R 1-19:26:49      1 c067
     10414036_1324   general launch_P jzhan613  R 4-02:35:31      1 c052
     10414036_1319   general launch_P jzhan613  R 4-02:57:32      1 c100
     10414036_1318   general launch_P jzhan613  R 4-02:59:32      1 c047
     10414036_1313   general launch_P jzhan613  R 4-03:13:32      1 c099
     10414036_1314   general launch_P jzhan613  R 4-03:13:32      1 c099
     10414036_1312   general launch_P jzhan613  R 4-03:15:32      1 c033
     10414036_1300   general launch_P jzhan613  R 4-04:01:33      1 c109
     10414036_1295   general launch_P jzhan613  R 4-04:29:31      1 c020
      10414036_301   general launch_P jzhan613  R 6-14:00:03      1 c070
      10414036_302   general launch_P jzhan613  R 6-14:00:03      1 c108
     10414036_1274   general launch_P jzhan613  R 4-05:07:30      1 c005
     10414036_1278   general launch_P jzhan613  R 4-05:07:30      1 c024
     10414036_1279   general launch_P jzhan613  R 4-05:07:30      1 c025
     10414036_1284   general launch_P jzhan613  R 4-05:07:30      1 c018
     10414036_1273   general launch_P jzhan613  R 4-05:13:29      1 c029
     10414036_1272   general launch_P jzhan613  R 4-05:15:29      1 c065
     10414036_1260   general launch_P jzhan613  R 4-06:45:28      1 c046
     10414036_1255   general launch_P jzhan613  R 4-07:01:28      1 c077
      10414036_303   general launch_P jzhan613  R 6-13:54:02      1 c065
     10414036_1244   general launch_P jzhan613  R 4-08:05:24      1 c040
     10414036_1239   general launch_P jzhan613  R 4-08:13:26      1 c052
     10414036_1238   general launch_P jzhan613  R 4-08:15:24      1 c038
     10414036_1232   general launch_P jzhan613  R 4-08:43:21      1 c014
     10414036_1233   general launch_P jzhan613  R 4-08:43:21      1 c017
     10414036_1234   general launch_P jzhan613  R 4-08:43:21      1 c019
     10414036_1220   general launch_P jzhan613  R 4-09:27:11      1 c010
     10414036_1215   general launch_P jzhan613  R 4-09:53:21      1 c034
          10467914   general ood-jupy nchris17  R 2-00:28:21      1 g031
     10414036_1204   general launch_P jzhan613  R 4-10:39:19      1 c101
     10414036_1198   general launch_P jzhan613  R 4-10:47:21      1 c043
     10414036_1199   general launch_P jzhan613  R 4-10:47:21      1 c045
     10414036_1194   general launch_P jzhan613  R 4-11:07:06      1 c105
     10414036_1193   general launch_P jzhan613  R 4-11:09:09      1 c049
     10414036_1192   general launch_P jzhan613  R 4-11:13:08      1 c046
          10467912   general ood-jupy mhajinaj  R 2-02:06:12      1 g032
     10414036_1180   general launch_P jzhan613  R 4-12:07:21      1 c046
     10414036_1175   general launch_P jzhan613  R 4-12:13:21      1 c087
     10414036_1165   general launch_P jzhan613  R 4-12:29:13      1 c047
     10414036_1164   general launch_P jzhan613  R 4-12:33:15      1 c099
          10468015   general ood-virt dongaoma  R 1-23:44:52      1 g011
     10414036_1159   general launch_P jzhan613  R 4-12:49:13      1 c036
     10414036_1158   general launch_P jzhan613  R 4-12:53:10      1 c053
     10414036_1154   general launch_P jzhan613  R 4-13:01:15      1 c094
     10414036_1153   general launch_P jzhan613  R 4-13:03:14      1 c087
          10369793   general dropbox_ cversoza  R 11-17:05:03      1 c023
     10414036_1152   general launch_P jzhan613  R 4-13:25:16      1 c056
     10414036_1140   general launch_P jzhan613  R 4-13:55:19      1 c111
          10416014   general NiBr2_P1    skbag  R 4-10:42:36      4 c[010,019-021]
          10416015   general NiBr2_P1    skbag  R 4-10:42:36      4 c[007,013-014,025]
     10414036_1135   general launch_P jzhan613  R 4-14:09:22      1 c045
     10414036_1124   general launch_P jzhan613  R 4-14:25:21      1 c110
     10414036_1119   general launch_P jzhan613  R 4-14:37:15      1 c053
     10414036_1118   general launch_P jzhan613  R 4-14:39:14      1 c069
     10414036_1114   general launch_P jzhan613  R 4-14:49:16      1 c037
          10506621   general LysWat_a obeckste  R    6:06:30     40 c[005-006,009-012,019,021-023,033-034,042-043,045-046,055,058,060,063-064,069,071-075,080-081,084-086,088,090,095-098,100-101]
     10414036_1112   general launch_P jzhan613  R 4-14:55:15      1 c110
     10414036_1113   general launch_P jzhan613  R 4-14:55:15      1 c110
     10414036_1100   general launch_P jzhan613  R 4-15:23:15      1 c080
     10414036_1095   general launch_P jzhan613  R 4-15:39:11      1 c086
     10414036_1084   general launch_P jzhan613  R 4-15:57:06      1 c033
     10414036_1078   general launch_P jzhan613  R 4-16:22:59      1 c069
     10414036_1079   general launch_P jzhan613  R 4-16:22:59      1 c104
     10414036_1074   general launch_P jzhan613  R 4-16:28:52      1 c017
          10416013   general NiBr2_P1    skbag  R 4-13:20:43      4 c[011-012,024-025]
     10414036_1060   general launch_P jzhan613  R 4-17:11:11      1 c058
      10414036_316   general launch_P jzhan613  R 6-13:32:20      1 c029
      10414036_317   general launch_P jzhan613  R 6-13:32:20      1 c050
     10414036_1055   general launch_P jzhan613  R 4-17:31:07      1 c022
     10414036_1044   general launch_P jzhan613  R 4-17:51:06      1 c077
     10414036_1038   general launch_P jzhan613  R 4-18:01:05      1 c088
     10414036_1039   general launch_P jzhan613  R 4-18:01:05      1 c011
     10414036_1034   general launch_P jzhan613  R 4-18:06:56      1 c040
     10414036_1033   general launch_P jzhan613  R 4-18:09:07      1 c029
     10414036_1032   general launch_P jzhan613  R 4-18:13:10      1 c068
     10414036_1020   general launch_P jzhan613  R 4-18:45:15      1 c104
     10414036_1015   general launch_P jzhan613  R 4-18:56:52      1 c035
      10414036_318   general launch_P jzhan613  R 6-13:28:22      1 c090
      10414036_980   general launch_P jzhan613  R 4-20:04:57      1 c007
      10414036_975   general launch_P jzhan613  R 4-20:12:58      1 c094
      10414036_940   general launch_P jzhan613  R 4-20:28:56      1 c016
      10414036_952   general launch_P jzhan613  R 4-20:28:56      1 c089
      10414036_953   general launch_P jzhan613  R 4-20:28:56      1 c091
      10414036_954   general launch_P jzhan613  R 4-20:28:56      1 c096
      10414036_958   general launch_P jzhan613  R 4-20:28:56      1 c026
      10414036_959   general launch_P jzhan613  R 4-20:28:56      1 c026
      10414036_964   general launch_P jzhan613  R 4-20:28:56      1 c043
      10414036_935   general launch_P jzhan613  R 4-21:23:57      1 c089
      10414036_895   general launch_P jzhan613  R 4-22:33:53      1 c027
      10414036_884   general launch_P jzhan613  R 4-22:57:45      1 c066
      10414036_879   general launch_P jzhan613  R 4-23:02:05      1 c017
      10414036_878   general launch_P jzhan613  R 4-23:04:04      1 c068
      10414036_874   general launch_P jzhan613  R 4-23:12:08      1 c016
      10414036_872   general launch_P jzhan613  R 4-23:14:08      1 c057
      10414036_873   general launch_P jzhan613  R 4-23:14:08      1 c058
          10493709   general ood-jupy  nohashi  R 1-22:32:59      1 g009
      10414036_860   general launch_P jzhan613  R 4-23:30:24      1 c020
      10414036_855   general launch_P jzhan613  R 4-23:36:24      1 c019
      10414036_844   general launch_P jzhan613  R 4-23:52:24      1 c012
      10414036_832   general launch_P jzhan613  R 5-00:02:26      1 c012
      10414036_833   general launch_P jzhan613  R 5-00:02:26      1 c036
      10414036_834   general launch_P jzhan613  R 5-00:02:26      1 c040
      10414036_838   general launch_P jzhan613  R 5-00:02:26      1 c091
      10414036_839   general launch_P jzhan613  R 5-00:02:26      1 c104
      10414036_820   general launch_P jzhan613  R 5-00:20:22      1 c056
      10414036_815   general launch_P jzhan613  R 5-00:28:23      1 c056
      10414036_804   general launch_P jzhan613  R 5-00:44:19      1 c098
      10414036_798   general launch_P jzhan613  R 5-00:48:19      1 c006
      10414036_799   general launch_P jzhan613  R 5-00:48:19      1 c081
      10414036_794   general launch_P jzhan613  R 5-00:52:18      1 c034
