0	-77.695335
1	-60.523121
2	-46.279652
3	-46.676392
4	-90.001266
5	-35.176666
6	-124.143715
7	-145.021820
8	-168.428589
9	-144.080261
10	-150.006973
11	156.169312
12	-166.488739
13	-167.750610
14	-141.405075
15	-136.272537
16	-145.941589
17	-108.360275
18	-106.251167
19	-71.596703
20	-43.240288
21	-61.186283
22	-76.772430
23	-95.966797
24	-43.220299
25	-41.318069
26	-55.201202
27	-52.673950
28	-61.604168
29	-16.730423
30	-61.991173
31	-78.967537
32	-69.365616
33	-95.566307
34	-132.578323
35	-121.708672
36	-98.666206
37	-103.001228
38	-105.176476
39	-50.588360
40	-82.668640
41	-92.420486
42	-90.585617
43	-117.167580
44	-71.195183
45	-55.140217
46	-75.315163
47	-128.311813
48	-78.539772
49	-145.926193
50	-115.583885
51	-137.445740
52	-102.551567
53	-101.759094
54	-118.514481
55	-122.859352
56	-54.162212
57	4.968800
58	-77.339653
59	-122.565422
60	-108.136429
61	-83.016693
62	-97.056122
63	-94.033028
64	-56.705048
65	-78.151810
66	-106.310944
67	-54.520180
68	-75.194183
69	-107.694908
70	-140.311798
71	-144.825104
72	-124.483696
73	-89.463890
74	-54.107021
75	-44.668816
76	-44.493538
77	-36.733780
78	-70.755440
79	-65.904915
80	-52.503033
81	-63.541046
82	-92.012733
83	-146.376587
84	-125.127991
85	-71.684898
86	-73.900688
87	-37.110065
88	-74.074120
89	-63.416790
90	-10.657164
91	-66.828911
92	-26.850855
93	-28.130751
94	-47.927109
95	-68.052765
96	-29.557177
97	-46.895100
98	-29.098518
99	-49.021107
100	-47.525719
101	-22.308487
102	-82.413719
103	-4.277683
104	-17.365715
105	-4.415310
106	-48.207218
107	-56.865067
108	-63.179832
109	-62.588337
110	-73.134689
111	-67.038071
112	-63.028488
113	-83.168167
114	-114.513763
115	-46.898090
116	-46.631104
117	-8.834661
118	-40.966110
119	-63.935654
120	-109.287819
121	-113.220917
122	-104.972908
123	-64.896301
124	-34.038319
125	-54.117081
126	-38.390862
127	-51.053658
128	-23.830791
129	-58.814205
130	-51.358913
131	-79.068565
132	-55.593155
133	-46.084984
134	-17.486355
135	-63.921295
136	-17.495649
137	-66.336952
138	-54.405548
139	-81.173744
140	-87.332169
141	-84.567986
142	-57.343288
143	-79.880508
144	-139.145996
145	-140.340912
146	-142.663986
147	-134.412247
148	-120.942444
149	-129.244598
150	-144.231003
151	-115.434143
152	-143.869019
153	-98.525330
154	-117.738647
155	-77.742432
156	-57.333488
157	-65.963753
158	-95.062523
159	-79.158600
160	-112.962379
161	-78.793228
162	-68.284317
163	-63.633385
164	-102.182571
165	-75.506737
166	-137.963928
167	-87.491867
168	-79.389595
169	-93.177147
170	-126.241013
171	-132.090897
172	-101.556244
173	-103.005074
174	-90.434387
175	-93.316841
176	-84.285385
177	-118.186325
178	-178.093277
179	-142.018616
180	-141.499924
181	178.328949
182	-172.149033
183	-165.712265
184	-171.872086
185	-141.398468
186	-142.468872
187	-142.602234
188	-153.535873
189	-153.394272
190	-144.608551
191	-106.726349
192	-137.658554
193	-92.582336
194	-59.720264
195	-82.876465
196	-50.069851
197	-87.074265
198	-104.369011
199	-86.859016
200	-88.550529
201	-81.664505
202	-117.275726
203	-89.095528
204	-72.116501
205	-92.599342
206	-76.567993
207	-96.867249
208	-97.277443
209	-99.403511
210	-88.707077
211	-118.085075
212	-105.070518
213	-97.545708
214	-84.353439
215	-100.466438
216	-93.877892
217	-143.749161
218	-126.305420
219	-111.062035
220	-132.873520
221	-149.045715
222	-136.383224
223	-125.246071
224	-154.833893
225	-133.650940
226	-131.333679
227	-155.948746
228	-132.677826
229	-175.208847
230	166.249451
231	175.756653
232	89.686836
233	76.301910
234	73.275452
235	36.703411
236	31.973633
237	31.702328
238	7.099890
239	23.579563
240	6.208198
241	24.079618
242	44.270142
243	39.575741
244	39.719128
245	29.284599
246	-4.281780
247	31.138229
248	55.388103
249	-1.242037
250	32.104038
251	25.328590
252	38.986187
253	53.762486
254	8.011765
255	13.236445
256	33.621712
257	17.924927
258	19.595533
259	9.180737
260	15.579764
261	38.951775
262	43.904812
263	9.932106
264	30.878572
265	4.001681
266	5.286411
267	28.036900
268	0.614769
269	26.397675
270	50.873077
271	34.973785
272	23.349108
273	23.331638
274	45.600620
275	61.348766
276	34.393669
277	38.521645
278	27.578087
279	41.615612
280	42.861958
281	57.323311
282	62.899590
283	5.189590
284	88.580536
285	43.542206
286	61.784786
287	80.025345
288	93.893669
289	85.598640
290	90.497215
291	98.145805
292	69.415649
293	84.790405
294	69.156555
295	77.375519
296	107.894905
297	121.795128
298	65.664848
299	95.686752
300	102.062767
301	59.052170
302	76.216568
303	100.529907
304	96.678185
305	68.423225
306	70.235611
307	76.517197
308	89.888184
309	80.920959
310	85.633858
311	100.060539
312	110.410072
313	52.462814
314	81.606201
315	47.867310
316	56.811729
317	17.265554
318	71.039536
319	61.012276
320	122.612907
321	51.449509
322	44.047630
323	28.674677
324	77.563797
325	41.956017
326	48.546944
327	47.704594
328	55.138313
329	60.056351
330	31.956295
331	104.587135
332	147.882248
333	146.484756
334	139.143723
335	166.464172
336	154.412430
337	149.807663
338	144.136139
339	149.794678
340	169.320633
341	151.649536
342	139.858887
343	154.165634
344	169.369308
345	166.673401
346	145.994507
347	152.694321
348	139.348312
349	135.477493
350	136.885101
351	130.107315
352	148.654709
353	132.637238
354	128.199265
355	126.638290
356	132.283615
357	124.038437
358	127.791145
359	136.157639
360	131.339203
361	130.926575
362	133.712051
363	146.938217
364	113.822739
365	121.251060
366	144.519073
367	132.454849
368	168.373459
369	135.794006
370	138.893112
371	139.032944
372	133.699203
373	137.678513
374	146.331528
375	119.270256
376	74.172646
377	91.964325
378	80.136795
379	92.254501
380	64.138664
381	54.775848
382	69.535027
383	90.655373
384	86.456329
385	72.209335
386	96.786995
387	94.248306
388	21.451605
389	11.586065
390	37.115032
391	49.800205
392	-1.685349
393	22.712740
394	9.948930
395	25.830713
396	39.599743
397	23.547247
398	62.695400
399	30.444769
400	10.866349
401	21.289469
402	32.215168
403	34.108242
404	31.121309
405	33.247204
406	93.958160
407	27.453203
408	57.853840
409	48.450565
410	42.338791
411	137.258469
412	52.997349
413	71.355682
414	41.796310
415	58.636776
416	83.264679
417	61.155220
