#X		Y		Free		Pro
-3.061500	-3.061500	19.330954	0.000003
-3.061500	-2.904500	18.404832	0.000005
-3.061500	-2.747500	17.455558	0.000007
-3.061500	-2.590500	16.715248	0.000010
-3.061500	-2.433500	16.130593	0.000012
-3.061500	-2.276500	16.435204	0.000011
-3.061500	-2.119500	17.265967	0.000008
-3.061500	-1.962500	17.894929	0.000006
-3.061500	-1.805500	18.342107	0.000005
-3.061500	-1.648500	18.691775	0.000004
-3.061500	-1.491500	19.146464	0.000004
-3.061500	-1.334500	19.271354	0.000004
-3.061500	-1.177500	19.170296	0.000004
-3.061500	-1.020500	19.012794	0.000004
-3.061500	-0.863500	19.928093	0.000003
-3.061500	-0.706500	21.184994	0.000002
-3.061500	-0.549500	22.375424	0.000001
-3.061500	-0.392500	23.234388	0.000001
-3.061500	-0.235500	22.775592	0.000001
-3.061500	-0.078500	22.536312	0.000001
-3.061500	0.078500	22.368771	0.000001
-3.061500	0.235500	22.032320	0.000001
-3.061500	0.392500	21.402590	0.000002
-3.061500	0.549500	20.241979	0.000002
-3.061500	0.706500	18.543634	0.000005
-3.061500	0.863500	17.308522	0.000008
-3.061500	1.020500	16.128632	0.000013
-3.061500	1.177500	15.290148	0.000017
-3.061500	1.334500	14.454579	0.000024
-3.061500	1.491500	13.908296	0.000030
-3.061500	1.648500	13.840074	0.000031
-3.061500	1.805500	13.988714	0.000029
-3.061500	1.962500	14.410530	0.000025
-3.061500	2.119500	15.300029	0.000017
-3.061500	2.276500	16.349733	0.000011
-3.061500	2.433500	17.086249	0.000009
-3.061500	2.590500	17.875851	0.000006
-3.061500	2.747500	18.550478	0.000005
-3.061500	2.904500	19.250140	0.000004
-3.061500	3.061500	19.826839	0.000003

-2.904500	-3.061500	22.400188	0.000001
-2.904500	-2.904500	21.870469	0.000001
-2.904500	-2.747500	21.002703	0.000002
-2.904500	-2.590500	19.792874	0.000003
-2.904500	-2.433500	19.085589	0.000004
-2.904500	-2.276500	19.257719	0.000004
-2.904500	-2.119500	19.960220	0.000003
-2.904500	-1.962500	20.787865	0.000002
-2.904500	-1.805500	20.920397	0.000002
-2.904500	-1.648500	21.126568	0.000002
-2.904500	-1.491500	21.715192	0.000001
-2.904500	-1.334500	22.282024	0.000001
-2.904500	-1.177500	22.288700	0.000001
-2.904500	-1.020500	22.435870	0.000001
