#X		Y		Free		Pro
-3.061500	-3.061500	20.804510	0.000003
-3.061500	-2.904500	18.215731	0.000008
-3.061500	-2.747500	16.601351	0.000015
-3.061500	-2.590500	15.432154	0.000024
-3.061500	-2.433500	14.898040	0.000030
-3.061500	-2.276500	15.524249	0.000024
-3.061500	-2.119500	16.812860	0.000014
-3.061500	-1.962500	18.365797	0.000008
-3.061500	-1.805500	19.645738	0.000005
-3.061500	-1.648500	19.835505	0.000004
-3.061500	-1.491500	19.172253	0.000005
-3.061500	-1.334500	18.679082	0.000007
-3.061500	-1.177500	18.258241	0.000008
-3.061500	-1.020500	18.283260	0.000008
-3.061500	-0.863500	18.819244	0.000006
-3.061500	-0.706500	19.973231	0.000004
-3.061500	-0.549500	21.363634	0.000002
-3.061500	-0.392500	22.942866	0.000001
-3.061500	-0.235500	24.419638	0.000001
-3.061500	-0.078500	26.069662	0.000000
-3.061500	0.078500	27.728910	0.000000
-3.061500	0.235500	28.443709	0.000000
-3.061500	0.392500	27.546411	0.000000
-3.061500	0.549500	26.435670	0.000000
-3.061500	0.706500	25.290329	0.000000
-3.061500	0.863500	23.888379	0.000001
-3.061500	1.020500	22.744855	0.000001
-3.061500	1.177500	22.354467	0.000002
-3.061500	1.334500	22.188470	0.000002
-3.061500	1.491500	22.114519	0.000002
-3.061500	1.648500	21.948027	0.000002
-3.061500	1.805500	21.434222	0.000002
-3.061500	1.962500	21.267883	0.000002
-3.061500	2.119500	21.345346	0.000002
-3.061500	2.276500	21.606154	0.000002
-3.061500	2.433500	21.784976	0.000002
-3.061500	2.590500	22.704105	0.000001
-3.061500	2.747500	23.948330	0.000001
-3.061500	2.904500	24.260448	0.000001
-3.061500	3.061500	23.126193	0.000001

-2.904500	-3.061500	22.172115	0.000002
-2.904500	-2.904500	20.002258	0.000004
-2.904500	-2.747500	18.690975	0.000007
-2.904500	-2.590500	17.969005	0.000009
-2.904500	-2.433500	17.870158	0.000009
-2.904500	-2.276500	18.633896	0.000007
