#X		Y		Free		Pro
-3.061500	-3.061500	20.081358	0.000004
-3.061500	-2.904500	20.918448	0.000003
-3.061500	-2.747500	20.821617	0.000003
-3.061500	-2.590500	19.086964	0.000006
-3.061500	-2.433500	18.086797	0.000009
-3.061500	-2.276500	18.044899	0.000009
-3.061500	-2.119500	18.494122	0.000008
-3.061500	-1.962500	19.201180	0.000006
-3.061500	-1.805500	20.290811	0.000004
-3.061500	-1.648500	20.993283	0.000003
-3.061500	-1.491500	21.061802	0.000003
-3.061500	-1.334500	20.687602	0.000003
-3.061500	-1.177500	19.919318	0.000004
-3.061500	-1.020500	19.585316	0.000005
-3.061500	-0.863500	20.166111	0.000004
-3.061500	-0.706500	21.143905	0.000003
-3.061500	-0.549500	21.964846	0.000002
-3.061500	-0.392500	23.316125	0.000001
-3.061500	-0.235500	24.230177	0.000001
-3.061500	-0.078500	24.104793	0.000001
-3.061500	0.078500	23.221668	0.000001
-3.061500	0.235500	21.987014	0.000002
-3.061500	0.392500	20.414770	0.000004
-3.061500	0.549500	18.638871	0.000007
-3.061500	0.706500	16.520045	0.000017
-3.061500	0.863500	14.365171	0.000040
-3.061500	1.020500	12.847710	0.000074
-3.061500	1.177500	11.597595	0.000121
-3.061500	1.334500	10.759190	0.000170
-3.061500	1.491500	10.634970	0.000179
-3.061500	1.648500	10.517785	0.000187
-3.061500	1.805500	10.559046	0.000184
-3.061500	1.962500	10.647719	0.000178
-3.061500	2.119500	11.102262	0.000148
-3.061500	2.276500	12.262759	0.000093
-3.061500	2.433500	13.710828	0.000052
-3.061500	2.590500	15.100428	0.000030
-3.061500	2.747500	16.583142	0.000016
-3.061500	2.904500	17.823178	0.000010
-3.061500	3.061500	19.052975	0.000006

-2.904500	-3.061500	20.478601	0.000003
-2.904500	-2.904500	21.067620	0.000003
-2.904500	-2.747500	20.938933	0.000003
-2.904500	-2.590500	19.718146	0.000005
-2.904500	-2.433500	18.842899	0.000007
-2.904500	-2.276500	18.603282	0.000007
-2.904500	-2.119500	18.999566	0.000006
-2.904500	-1.962500	19.524734	0.000005
-2.904500	-1.805500	20.514492	0.000003
-2.904500	-1.648500	21.214681	0.000003
-2.904500	-1.491500	21.107760	0.000003
-2.904500	-1.334500	20.501976	0.000003
-2.904500	-1.177500	19.701557	0.000005
-2.904500	-1.020500	19.541148	0.000005
-2.904500	-0.863500	20.076838	0.000004
-2.904500	-0.706500	20.979687	0.000003
-2.904500	-0.549500	22.235381	0.000002
-2.904500	-0.392500	23.283853	0.000001
-2.904500	-0.235500	24.390406	0.000001
-2.904500	-0.078500	24.487677	0.000001
-2.904500	0.078500	23.745687	0.000001
-2.904500	0.235500	22.685591	0.000001
-2.904500	0.392500	21.226313	0.000003
-2.904500	0.549500	19.423050	0.000005
-2.904500	0.706500	17.444065	0.000012
-2.904500	0.863500	15.754953	0.000023
-2.904500	1.020500	14.109735	0.000044
-2.904500	1.177500	12.632088	0.000080
-2.904500	1.334500	11.665259	0.000118
-2.904500	1.491500	11.171209	0.000144
-2.904500	1.648500	11.126546	0.000147
-2.904500	1.805500	11.108942	0.000148
-2.904500	1.962500	11.252016	0.000139
-2.904500	2.119500	11.752656	0.000114
-2.904500	2.276500	13.047468	0.000068
-2.904500	2.433500	14.533126	0.000037
-2.904500	2.590500	15.918299	0.000021
-2.904500	2.747500	17.347870	0.000012
-2.904500	2.904500	18.336015	0.000008
-2.904500	3.061500	19.492282	0.000005

-2.747500	-3.061500	20.046640	0.000004
-2.747500	-2.904500	20.632467	0.000003
-2.747500	-2.747500	20.679089	0.000003
-2.747500	-2.590500	19.861376	0.000004
-2.747500	-2.433500	19.013602	0.000006
-2.747500	-2.276500	18.951146	0.000006
-2.747500	-2.119500	19.272777	0.000006
-2.747500	-1.962500	19.720108	0.000005
-2.747500	-1.805500	20.417738	0.000004
-2.747500	-1.648500	20.904262	0.000003
-2.747500	-1.491500	20.682376	0.000003
-2.747500	-1.334500	20.041376	0.000004
-2.747500	-1.177500	19.317550	0.000005
-2.747500	-1.020500	19.160007	0.000006
-2.747500	-0.863500	19.727654	0.000005
-2.747500	-0.706500	20.762146	0.000003
-2.747500	-0.549500	21.990241	0.000002
-2.747500	-0.392500	23.212384	0.000001
-2.747500	-0.235500	23.972686	0.000001
-2.747500	-0.078500	23.985440	0.000001
-2.747500	0.078500	23.461833	0.000001
-2.747500	0.235500	22.571636	0.000001
-2.747500	0.392500	21.254717	0.000003
